student_id,age,attendance_percentage,study_hours_per_day,assignment_completion_rate,internal_marks,previous_cgpa,extracurricular_activities,part_time_job,performance_category,gender_Male,gender_Other,performance_encoded,academic_score_index,engagement_score,study_efficiency
S0822,19,67.3,4.5,78.4,57.8,4.64,1,1,Average,True,False,1,60.23,72.85,1.009
S0823,19,71.6,3.6,78.6,65.7,6.6,1,0,Excellent,True,False,3,62.61,75.1,1.784
S0824,19,60.1,2.5,51.6,40.8,4.0,0,1,At Risk,False,False,0,43.79,55.85,1.538
S0825,23,36.6,6.1,80.4,36.6,4.64,1,1,At Risk,True,False,0,48.21,58.5,0.748
S0826,23,72.1,7.3,74.0,70.1,5.93,1,0,Excellent,True,False,3,69.53,73.05,0.801
S0827,20,100.0,,71.9,48.0,4.79,1,0,Good,True,False,2,,85.95,
S0828,20,86.8,2.8,78.5,51.0,5.18,0,0,Good,True,False,2,59.92,82.65,1.786
S0829,19,74.7,,99.4,55.3,4.71,1,0,Good,True,False,2,,87.05,
S0830,21,71.1,3.3,84.7,50.7,5.21,0,0,Good,True,False,2,57.96,77.9,1.532
S0831,18,75.3,3.7,87.0,59.2,6.78,0,0,Excellent,False,False,3,63.11,81.15,1.784
S0832,23,83.2,5.5,69.6,56.0,4.74,1,1,Good,False,False,2,63.49,76.4,0.846
S0833,21,57.3,0.2,62.2,35.6,5.07,0,0,At Risk,False,False,0,39.56,59.75,16.9
S0834,22,91.7,6.6,100.0,67.2,7.23,0,0,Excellent,True,False,3,77.44,95.85,1.079
S0835,23,85.7,4.1,72.2,59.2,4.9,1,0,Good,True,False,2,63.42,78.95,1.167
S0836,23,85.8,3.2,100.0,56.1,4.2,0,1,Good,False,False,2,66.42,92.9,1.273
S0837,20,81.6,3.8,79.0,59.4,5.81,1,0,Good,True,False,2,63.32,80.3,1.49
S0838,18,75.3,3.9,82.8,61.0,5.22,0,0,Good,True,False,2,63.24,79.05,1.305
S0839,18,85.1,0.5,92.1,50.2,6.51,0,1,Good,True,False,2,58.1,88.6,10.85
S0840,22,83.9,7.0,100.0,,6.22,0,0,Excellent,True,False,3,,91.95,0.876
S0841,22,69.7,4.1,81.5,40.6,4.0,0,0,Average,True,False,1,54.77,75.6,0.952
S0842,23,66.4,4.9,79.0,55.0,4.38,1,1,Average,True,False,1,59.82,72.7,0.876
S0843,19,76.5,5.9,86.0,64.5,6.74,1,0,Excellent,False,False,3,68.73,81.25,1.123
S0844,20,98.2,2.0,84.1,61.3,5.22,1,1,Excellent,False,False,3,66.16,91.15,2.486
S0845,20,56.4,4.9,98.2,46.1,4.8,1,0,Average,False,False,1,58.04,77.3,0.96
S0846,23,53.0,3.5,82.1,41.1,5.23,0,0,Average,False,False,1,49.89,67.55,1.453
S0847,21,77.5,5.7,95.7,55.8,4.96,1,1,Good,False,False,2,67.54,86.6,0.855
S0848,19,75.8,0.0,99.6,47.0,4.78,1,0,Average,False,False,1,55.32,87.7,47.8
S0849,23,77.6,3.8,88.3,63.0,5.77,1,1,Excellent,False,False,3,65.44,82.95,1.479
S0850,19,78.7,2.8,85.3,48.8,5.47,0,1,Good,True,False,2,58.48,82.0,1.886
S0851,19,71.7,4.9,62.0,63.5,6.28,1,1,Good,True,False,2,60.72,66.85,1.256
S0852,19,97.3,4.9,45.3,64.9,5.72,1,1,Excellent,True,False,3,64.27,71.3,1.144
S0853,23,51.0,2.6,86.0,42.1,4.58,0,0,At Risk,False,False,0,49.02,68.5,1.696
S0854,20,62.6,2.6,78.8,44.9,4.4,1,1,Average,False,False,1,51.46,70.7,1.63
S0855,20,73.5,3.8,74.9,59.4,4.38,0,0,Average,True,False,1,60.48,74.2,1.123
S0856,19,50.4,2.2,83.1,44.3,4.86,1,0,At Risk,False,False,0,48.39,66.75,2.113
S0857,21,72.4,5.7,85.5,77.0,8.13,1,1,Excellent,True,False,3,71.65,78.95,1.402
S0858,18,99.9,3.3,98.5,53.1,4.48,1,0,Good,False,False,2,68.76,99.2,1.318
S0859,23,75.3,0.0,76.3,46.7,4.18,1,0,At Risk,True,False,0,50.43,75.8,41.8
S0860,18,78.5,3.3,70.4,49.2,4.26,0,0,Average,True,False,1,56.42,74.45,1.253
S0861,21,56.1,1.9,93.7,35.6,4.72,1,0,At Risk,True,False,0,48.39,74.9,2.36
S0862,23,65.8,0.7,73.1,41.8,4.87,1,1,At Risk,True,False,0,46.87,69.45,6.088
S0863,19,69.4,1.5,85.9,46.4,4.66,0,0,Average,True,False,1,53.27,77.65,2.912
S0864,20,70.2,4.2,76.2,77.0,5.89,1,0,Excellent,True,False,3,66.74,73.2,1.37
S0865,18,94.2,6.7,78.7,66.9,6.09,1,1,Excellent,False,False,3,73.87,86.45,0.896
S0866,22,83.4,4.6,85.5,49.8,4.0,0,0,Average,False,False,1,63.05,84.45,0.851
S0867,22,58.3,2.8,80.8,48.1,5.0,0,0,Average,True,False,1,52.24,69.55,1.724
S0868,21,78.7,4.9,92.0,41.7,5.2,0,0,Good,False,False,2,60.84,85.35,1.04
S0869,19,82.5,3.1,77.2,53.3,4.2,1,0,Average,False,False,1,59.89,79.85,1.312
S0870,18,92.1,2.6,52.7,55.6,4.11,1,0,Average,True,False,1,57.36,72.4,1.522
S0871,19,98.7,1.7,71.9,,6.93,1,1,Excellent,True,False,3,,85.3,3.85
S0872,18,59.8,0.5,87.9,47.2,4.34,1,0,At Risk,True,False,0,49.88,73.85,7.233
S0873,21,62.8,3.2,76.9,44.4,5.57,1,1,Average,True,False,1,51.95,69.85,1.688
S0874,21,,4.3,79.9,48.5,4.79,1,1,Average,False,False,1,,,1.089
S0875,22,71.5,3.8,97.4,46.7,4.67,0,0,Average,True,False,1,60.03,84.45,1.197
S0876,19,82.0,3.2,70.7,,5.06,1,0,Average,False,False,1,,76.35,1.533
S0877,23,89.8,2.1,56.1,55.7,4.63,1,0,Average,False,False,1,56.66,72.95,2.105
S0878,22,73.9,5.2,83.0,47.6,4.96,1,0,Good,True,False,2,60.4,78.45,0.936
S0879,19,70.2,1.4,70.5,41.9,4.21,1,1,At Risk,False,False,0,48.65,70.35,2.807
S0880,22,77.3,5.6,71.7,52.0,4.06,0,0,Average,True,False,1,61.2,74.5,0.712
S0881,23,62.5,2.0,76.4,49.1,5.22,1,0,Average,False,False,1,51.42,69.45,2.486
S0882,20,100.0,2.5,87.4,71.9,6.1,0,0,Excellent,True,False,3,71.81,93.7,2.346
S0883,20,50.9,1.1,77.1,28.2,4.0,1,0,At Risk,False,False,0,39.85,64.0,3.333
S0884,20,77.8,3.0,85.6,37.5,4.0,0,0,Average,False,False,1,54.7,81.7,1.29
S0885,20,100.0,6.0,100.0,67.0,7.29,1,0,Excellent,True,False,3,78.45,100.0,1.195
S0886,18,75.1,5.0,79.9,57.7,6.16,0,0,Excellent,False,False,3,63.28,77.5,1.208
S0887,20,72.1,6.0,91.2,61.4,6.46,0,0,Excellent,False,False,3,67.76,81.65,1.059
S0888,23,69.6,5.0,77.4,52.3,4.89,0,0,Good,False,False,2,59.52,73.5,0.959
S0889,21,,1.8,65.9,45.5,4.0,0,1,At Risk,False,False,0,,,2.105
S0890,21,95.6,3.3,72.8,61.5,7.25,0,0,Excellent,False,False,3,65.48,84.2,2.132
S0891,18,41.8,2.4,72.6,48.1,4.84,1,0,At Risk,True,False,0,45.8,57.2,1.936
S0892,20,98.0,6.7,93.8,53.9,4.63,1,0,Excellent,True,False,3,73.29,95.9,0.681
S0893,20,53.6,1.6,100.0,37.9,4.61,0,0,At Risk,False,False,0,49.33,76.8,2.712
S0894,20,71.0,5.8,75.9,60.4,6.56,0,1,Excellent,True,False,3,63.74,73.45,1.112
S0895,22,68.6,5.8,80.4,50.6,5.02,1,0,Good,False,False,2,60.61,74.5,0.851
S0896,19,83.8,7.7,89.5,82.1,7.95,1,0,Excellent,False,False,3,80.42,86.65,1.019
S0897,22,51.0,3.2,87.3,39.8,5.25,1,1,Average,True,False,1,49.47,69.15,1.591
S0898,19,81.9,5.4,89.8,60.4,4.76,1,1,Good,True,False,2,68.57,85.85,0.865
S0899,20,100.0,8.6,100.0,80.2,6.27,0,0,Excellent,False,False,3,87.4,100.0,0.721
S0900,20,54.6,2.8,44.2,40.0,5.17,0,0,At Risk,True,False,0,41.16,49.4,1.783
S0901,22,77.8,0.9,41.0,31.3,4.0,0,1,At Risk,False,False,0,40.11,59.4,4.0
S0902,22,65.1,0.2,68.0,36.7,4.08,1,0,At Risk,True,False,0,43.05,66.55,13.6
S0903,19,81.4,5.4,100.0,68.9,4.99,1,1,Excellent,False,False,3,73.46,90.7,0.907
S0904,21,75.3,0.2,51.9,40.5,4.05,1,1,At Risk,True,False,0,43.71,63.6,13.5
S0905,19,65.4,,40.0,42.7,4.32,0,1,At Risk,False,False,0,,52.7,
S0906,22,82.3,4.9,,66.8,5.72,0,0,Excellent,True,False,3,,,1.144
S0907,23,100.0,4.4,87.5,60.6,5.19,0,1,Excellent,False,False,3,71.04,93.75,1.153
S0908,22,72.1,4.9,68.4,52.2,4.25,1,0,Average,True,False,1,58.14,70.25,0.85
S0909,23,85.8,4.4,69.0,60.1,7.44,0,1,Excellent,False,False,3,63.62,77.4,1.653
S0910,18,55.6,6.6,73.7,62.6,7.25,1,0,Excellent,False,False,3,61.55,64.65,1.082
S0911,22,60.7,2.1,80.9,63.6,4.89,0,0,Average,True,False,1,57.12,70.8,2.223
S0912,18,82.1,2.6,70.8,59.0,6.81,1,0,Excellent,True,False,3,59.67,76.45,2.522
S0913,21,97.3,2.5,87.4,66.0,,1,0,Excellent,True,False,3,69.07,92.35,
S0914,19,80.3,5.7,43.6,57.1,5.53,1,0,Good,False,False,2,58.28,61.95,0.953
S0915,23,70.3,5.8,73.7,50.3,4.97,1,1,Good,False,False,2,59.59,72.0,0.842
S0916,19,75.0,4.9,67.9,57.7,4.93,1,0,Good,False,False,2,60.69,71.45,0.986
S0917,18,56.2,6.4,84.0,56.9,6.2,1,1,Good,True,False,2,61.43,70.1,0.954
S0918,23,84.1,1.6,70.1,41.4,4.58,1,0,Average,True,False,1,52.2,77.1,2.694
S0919,19,88.2,7.3,100.0,67.0,5.64,1,0,Excellent,False,False,3,77.67,94.1,0.762
S0920,22,68.2,7.0,61.1,64.7,4.84,1,0,Good,True,False,2,63.58,64.65,0.682
S0921,20,67.9,5.5,86.7,59.8,4.87,1,0,Good,False,True,2,64.41,77.3,0.87
S0922,18,79.0,7.6,98.6,70.5,4.92,1,1,Excellent,True,False,3,76.81,88.8,0.639
S0923,19,68.4,0.7,100.0,44.9,4.7,1,0,Average,False,False,1,53.98,84.2,5.875
S0924,18,74.0,,73.8,47.1,4.0,0,0,Average,True,False,1,,73.9,
S0925,18,100.0,2.5,84.9,53.4,4.99,0,0,Good,True,False,2,64.84,92.45,1.919
S0926,23,71.3,5.4,58.7,48.0,5.98,1,1,Good,False,False,2,55.36,65.0,1.087
S0927,23,69.6,1.9,42.9,60.9,6.61,1,0,Good,False,False,2,50.46,56.25,3.305
S0928,20,65.3,5.5,98.7,56.2,5.35,1,0,Good,False,True,2,64.9,82.0,0.955
S0929,22,86.2,6.7,88.3,64.2,5.78,1,0,Excellent,True,False,3,72.85,87.25,0.85
S0930,18,72.3,5.4,100.0,50.5,6.53,1,0,Excellent,True,False,3,64.75,86.15,1.187
S0931,19,65.3,4.6,63.6,76.9,7.03,1,0,Excellent,False,False,3,63.63,64.45,1.496
S0932,21,94.8,2.0,86.8,45.9,4.49,0,1,Good,False,False,2,60.46,90.8,2.138
S0933,18,96.3,2.3,100.0,52.4,4.0,1,0,Good,True,False,2,66.25,98.15,1.667
S0934,18,66.0,6.5,94.3,62.6,6.07,1,0,Excellent,True,False,3,68.1,80.15,0.92
S0935,20,47.0,5.6,90.3,55.7,6.01,0,0,Good,True,False,2,58.64,68.65,1.054
S0936,22,90.1,3.9,82.9,66.4,,1,0,Excellent,False,False,3,68.84,86.5,
S0937,21,64.7,3.2,57.8,63.5,6.04,1,0,Good,True,False,2,55.29,61.25,1.83
S0938,23,86.9,0.0,95.3,50.1,4.72,0,1,Average,True,False,1,58.32,91.1,47.2
S0939,23,45.4,1.9,69.6,30.9,4.0,0,1,At Risk,True,False,0,39.25,57.5,2.0
S0940,19,88.4,7.8,,67.9,4.08,1,1,Excellent,True,False,3,,,0.516
S0941,21,56.8,1.4,54.4,43.7,4.44,0,1,At Risk,True,False,0,42.71,55.6,2.96
S0942,23,86.0,4.4,66.1,75.5,7.31,0,0,Excellent,True,False,3,68.48,76.05,1.624
S0943,19,75.2,6.0,100.0,49.4,4.46,0,0,Good,True,False,2,66.09,87.6,0.731
S0944,22,60.7,1.5,72.8,52.3,5.18,1,0,Average,False,False,1,50.54,66.75,3.238
S0945,19,68.9,4.4,100.0,55.3,4.71,1,0,Good,True,False,2,63.91,84.45,1.047
S0946,23,85.3,5.9,85.6,70.0,,1,0,Excellent,False,False,3,72.78,85.45,
S0947,20,76.6,4.0,55.4,54.2,5.08,0,0,Average,False,False,1,55.87,66.0,1.239
S0948,20,83.8,9.7,100.0,67.5,5.3,1,0,Excellent,False,False,3,80.74,91.9,0.541
S0949,20,100.0,0.7,67.6,58.1,6.55,0,1,Excellent,False,False,3,60.02,83.8,8.188
S0950,23,51.5,6.1,97.7,59.0,6.28,0,1,Good,True,False,2,63.23,74.6,1.013
S0951,20,99.3,3.7,82.8,68.7,5.64,1,1,Excellent,True,False,3,71.6,91.05,1.484
S0952,21,76.6,5.5,62.9,59.4,5.96,0,0,Good,False,False,2,61.69,69.75,1.064
S0953,22,61.5,4.9,87.3,48.4,5.33,1,0,Average,False,True,1,57.94,74.4,1.066
S0954,19,55.0,2.5,100.0,31.5,,1,0,At Risk,False,False,0,48.94,77.5,
S0955,19,72.2,4.5,91.4,61.7,4.35,0,0,Good,False,False,2,65.42,81.8,0.946
S0956,23,88.8,0.3,74.7,50.9,5.86,1,0,Good,False,False,2,55.46,81.75,14.65
S0957,20,73.1,5.2,100.0,49.8,4.53,1,0,Good,True,False,2,64.37,86.55,0.855
S0958,20,97.7,4.6,87.4,58.8,5.24,1,0,Excellent,True,False,3,70.15,92.55,1.115
S0959,18,53.2,5.3,88.7,48.1,7.0,0,0,Good,False,False,2,56.71,70.95,1.296
S0960,22,74.8,6.1,70.8,48.9,5.18,1,0,Good,False,False,2,60.14,72.8,0.835
S0961,21,56.2,4.7,87.9,44.4,4.35,0,0,Average,True,False,1,55.0,72.05,0.906
S0962,19,80.5,4.3,99.1,48.0,4.0,1,0,Average,False,False,1,63.91,89.8,0.909
S0963,18,88.3,2.2,66.9,49.8,6.1,0,0,Good,True,False,2,56.55,77.6,2.652
S0964,18,68.7,2.6,100.0,42.5,4.0,1,0,Average,False,False,1,56.38,84.35,1.481
S0965,23,35.9,6.4,86.4,37.0,4.0,0,0,At Risk,True,False,0,49.87,61.15,0.615
S0966,19,78.0,6.9,,80.3,6.55,0,0,Excellent,True,False,3,,,0.936
S0967,23,81.6,3.5,97.0,65.0,7.03,1,1,Excellent,False,False,3,68.38,89.3,1.953
S0968,21,81.1,4.1,78.9,50.4,5.64,1,1,Good,True,False,2,60.53,80.0,1.343
S0969,18,93.5,2.2,90.8,56.8,5.28,1,0,Good,False,False,2,65.08,92.15,2.296
S0970,18,58.9,6.3,83.2,59.9,5.84,1,0,Good,False,False,2,62.83,71.05,0.913
S0971,22,85.2,5.3,84.7,71.0,5.78,0,0,Excellent,False,False,3,71.92,84.95,1.07
S0972,21,92.9,7.9,98.2,65.0,6.01,1,0,Excellent,True,False,3,78.78,95.55,0.751
S0973,18,48.3,2.2,83.8,49.8,5.05,1,0,Average,True,False,1,49.93,66.05,2.196
S0974,21,79.8,3.2,51.5,49.2,5.73,0,0,Good,True,False,2,52.8,65.65,1.736
S0975,19,67.4,4.5,67.2,43.0,5.35,1,0,Average,False,True,1,52.84,67.3,1.163
S0976,20,73.8,5.3,99.5,63.8,6.22,1,0,Excellent,False,False,3,69.51,86.65,1.152
S0977,18,80.2,3.6,80.2,65.2,5.62,1,1,Excellent,False,False,3,64.91,80.2,1.519
S0978,22,67.7,2.3,71.7,67.9,6.67,1,0,Good,False,False,2,58.86,69.7,2.779
S0979,19,64.9,5.8,66.2,47.3,4.76,1,1,Average,False,False,1,55.69,65.55,0.807
S0980,21,75.5,5.4,69.6,64.4,5.0,0,0,Good,False,False,2,64.34,72.55,0.909
S0981,23,58.7,2.2,49.1,40.9,4.13,0,0,At Risk,True,False,0,42.48,53.9,1.796
S0982,19,58.7,6.7,86.9,64.0,5.91,1,1,Good,False,False,2,65.62,72.8,0.869
S0983,18,85.2,6.3,78.6,52.7,5.89,0,1,Excellent,True,False,3,65.96,81.9,0.92
S0984,21,57.8,4.3,69.1,40.1,4.26,0,0,At Risk,False,False,0,49.47,63.45,0.968
S0985,20,85.0,4.2,82.4,51.9,4.15,1,0,Good,False,False,2,62.9,83.7,0.965
S0986,19,81.9,5.1,90.7,60.5,5.68,1,0,Excellent,False,False,3,68.29,86.3,1.092
S0987,18,49.1,2.3,100.0,36.5,4.28,0,0,At Risk,True,False,0,48.88,74.55,1.783
S0988,22,64.8,4.1,60.5,,5.57,1,1,Good,True,False,2,,62.65,1.326
S0989,23,92.9,0.0,92.4,56.1,6.1,1,1,Excellent,True,False,3,61.34,92.65,61.0
S0990,21,60.3,5.8,100.0,,6.43,0,0,Excellent,True,False,3,,80.15,1.09
S0991,19,68.0,0.9,65.1,56.1,4.89,1,0,Average,True,False,1,51.16,66.55,4.89
S0992,19,81.9,7.0,92.0,68.9,5.64,1,0,Excellent,False,False,3,74.66,86.95,0.794
S0993,20,86.8,3.3,74.7,,4.0,1,0,Average,False,False,1,,80.75,1.176
S0994,20,71.2,3.6,85.0,63.1,6.35,1,1,Excellent,True,False,3,62.89,78.1,1.716
S0995,22,66.0,2.7,100.0,43.1,5.75,0,1,Good,True,False,2,56.08,83.0,2.054
S0996,23,96.3,3.4,90.9,66.4,,1,0,Excellent,True,False,3,71.16,93.6,
S0997,22,100.0,6.8,96.2,83.0,6.79,0,0,Excellent,False,False,3,84.62,98.1,0.984
S0998,18,89.7,,68.5,50.6,6.21,1,0,Good,True,False,2,,79.1,
S0999,18,76.3,6.6,65.9,50.7,5.45,1,0,Good,False,False,2,61.0,71.1,0.813
S1000,22,62.9,4.7,81.3,45.6,5.08,1,1,Average,True,False,1,55.78,72.1,1.058
